t_seconds,minute,second,approach,movement,vehicles_count
667,11,07,N,T,0
667,11,07,N,R,0
667,11,07,E,L,0
667,11,07,E,T,0
667,11,07,E,R,0
667,11,07,S,L,0
667,11,07,S,T,0
667,11,07,S,R,0
667,11,07,W,L,0
667,11,07,W,T,1
667,11,07,W,R,0
668,11,08,N,L,0
668,11,08,N,T,0
668,11,08,N,R,0
668,11,08,E,L,0
668,11,08,E,T,0
668,11,08,E,R,0
668,11,08,S,L,0
668,11,08,S,T,0
668,11,08,S,R,0
668,11,08,W,L,0
668,11,08,W,T,0
668,11,08,W,R,0
669,11,09,N,L,0
669,11,09,N,T,0
669,11,09,N,R,0
669,11,09,E,L,1
669,11,09,E,T,1
669,11,09,E,R,0
669,11,09,S,L,0
669,11,09,S,T,0
669,11,09,S,R,0
669,11,09,W,L,0
669,11,09,W,T,0
669,11,09,W,R,0
670,11,10,N,L,0
670,11,10,N,T,0
670,11,10,N,R,0
670,11,10,E,L,0
670,11,10,E,T,0
670,11,10,E,R,0
670,11,10,S,L,0
670,11,10,S,T,1
670,11,10,S,R,0
670,11,10,W,L,0
670,11,10,W,T,0
670,11,10,W,R,0
671,11,11,N,L,0
671,11,11,N,T,0
671,11,11,N,R,0
671,11,11,E,L,0
671,11,11,E,T,0
671,11,11,E,R,0
671,11,11,S,L,0
671,11,11,S,T,0
671,11,11,S,R,0
671,11,11,W,L,0
671,11,11,W,T,0
671,11,11,W,R,0
672,11,12,N,L,0
672,11,12,N,T,0
672,11,12,N,R,0
672,11,12,E,L,0
672,11,12,E,T,0
672,11,12,E,R,0
672,11,12,S,L,0
672,11,12,S,T,0
672,11,12,S,R,0
672,11,12,W,L,0
672,11,12,W,T,0
672,11,12,W,R,0
673,11,13,N,L,0
673,11,13,N,T,0
673,11,13,N,R,0
673,11,13,E,L,1
673,11,13,E,T,0
673,11,13,E,R,0
673,11,13,S,L,0
673,11,13,S,T,0
673,11,13,S,R,0
673,11,13,W,L,0
673,11,13,W,T,1
673,11,13,W,R,0
674,11,14,N,L,0
674,11,14,N,T,0
674,11,14,N,R,0
674,11,14,E,L,1
674,11,14,E,T,0
674,11,14,E,R,0
674,11,14,S,L,0
674,11,14,S,T,0
674,11,14,S,R,0
674,11,14,W,L,0
674,11,14,W,T,1
674,11,14,W,R,0
675,11,15,N,L,0
675,11,15,N,T,0
675,11,15,N,R,0
675,11,15,E,L,0
675,11,15,E,T,1
675,11,15,E,R,0
675,11,15,S,L,0
675,11,15,S,T,0
675,11,15,S,R,0
675,11,15,W,L,0
675,11,15,W,T,0
675,11,15,W,R,0
676,11,16,N,L,0
676,11,16,N,T,1
676,11,16,N,R,0
676,11,16,E,L,0
676,11,16,E,T,0
676,11,16,E,R,0
676,11,16,S,L,1
676,11,16,S,T,0
676,11,16,S,R,0
676,11,16,W,L,0
676,11,16,W,T,0
676,11,16,W,R,0
677,11,17,N,L,0
677,11,17,N,T,0
677,11,17,N,R,0
677,11,17,E,L,0
677,11,17,E,T,0
677,11,17,E,R,0
677,11,17,S,L,0
677,11,17,S,T,1
677,11,17,S,R,0
677,11,17,W,L,0
677,11,17,W,T,0
677,11,17,W,R,0
678,11,18,N,L,0
678,11,18,N,T,0
678,11,18,N,R,0
678,11,18,E,L,0
678,11,18,E,T,0
678,11,18,E,R,0
678,11,18,S,L,0
678,11,18,S,T,0
678,11,18,S,R,0
678,11,18,W,L,0
678,11,18,W,T,0
678,11,18,W,R,0
679,11,19,N,L,0
679,11,19,N,T,0
679,11,19,N,R,0
679,11,19,E,L,0
679,11,19,E,T,0
679,11,19,E,R,0
679,11,19,S,L,0
679,11,19,S,T,0
679,11,19,S,R,0
679,11,19,W,L,0
679,11,19,W,T,0
679,11,19,W,R,0
680,11,20,N,L,0
680,11,20,N,T,0
680,11,20,N,R,0
680,11,20,E,L,0
680,11,20,E,T,0
680,11,20,E,R,0
680,11,20,S,L,0
680,11,20,S,T,1
680,11,20,S,R,0
680,11,20,W,L,0
680,11,20,W,T,0
680,11,20,W,R,0
681,11,21,N,L,0
681,11,21,N,T,0
681,11,21,N,R,0
681,11,21,E,L,0
681,11,21,E,T,0
681,11,21,E,R,0
681,11,21,S,L,0
681,11,21,S,T,0
681,11,21,S,R,0
681,11,21,W,L,0
681,11,21,W,T,0
681,11,21,W,R,0
682,11,22,N,L,0
682,11,22,N,T,0
682,11,22,N,R,0
682,11,22,E,L,0
682,11,22,E,T,0
682,11,22,E,R,0
682,11,22,S,L,0
682,11,22,S,T,1
682,11,22,S,R,0
682,11,22,W,L,0
682,11,22,W,T,0
682,11,22,W,R,0
683,11,23,N,L,0
683,11,23,N,T,0
683,11,23,N,R,0
683,11,23,E,L,0
683,11,23,E,T,0
683,11,23,E,R,0
683,11,23,S,L,0
683,11,23,S,T,1
683,11,23,S,R,0
683,11,23,W,L,0
683,11,23,W,T,0
683,11,23,W,R,0
684,11,24,N,L,0
684,11,24,N,T,1
684,11,24,N,R,0
684,11,24,E,L,0
684,11,24,E,T,0
684,11,24,E,R,0
684,11,24,S,L,0
684,11,24,S,T,0
684,11,24,S,R,0
684,11,24,W,L,0
684,11,24,W,T,0
684,11,24,W,R,0
685,11,25,N,L,0
685,11,25,N,T,0
685,11,25,N,R,1
685,11,25,E,L,0
685,11,25,E,T,0
685,11,25,E,R,0
685,11,25,S,L,0
685,11,25,S,T,0
685,11,25,S,R,0
685,11,25,W,L,0
685,11,25,W,T,0
685,11,25,W,R,0
686,11,26,N,L,0
686,11,26,N,T,0
686,11,26,N,R,0
686,11,26,E,L,0
686,11,26,E,T,0
686,11,26,E,R,0
686,11,26,S,L,0
686,11,26,S,T,0
686,11,26,S,R,0
686,11,26,W,L,0
686,11,26,W,T,0
686,11,26,W,R,0
687,11,27,N,L,0
687,11,27,N,T,0
687,11,27,N,R,0
687,11,27,E,L,0
687,11,27,E,T,0
687,11,27,E,R,0
687,11,27,S,L,0
687,11,27,S,T,0
687,11,27,S,R,0
687,11,27,W,L,0
687,11,27,W,T,0
687,11,27,W,R,0
688,11,28,N,L,0
688,11,28,N,T,0
688,11,28,N,R,0
688,11,28,E,L,0
688,11,28,E,T,0
688,11,28,E,R,0
688,11,28,S,L,0
688,11,28,S,T,1
688,11,28,S,R,0
688,11,28,W,L,0
688,11,28,W,T,1
688,11,28,W,R,0
689,11,29,N,L,0
689,11,29,N,T,0
689,11,29,N,R,0
689,11,29,E,L,0
689,11,29,E,T,1
689,11,29,E,R,0
689,11,29,S,L,1
689,11,29,S,T,1
689,11,29,S,R,0
689,11,29,W,L,0
689,11,29,W,T,0
689,11,29,W,R,0
690,11,30,N,L,0
690,11,30,N,T,1
690,11,30,N,R,0
690,11,30,E,L,0
690,11,30,E,T,0
690,11,30,E,R,0
690,11,30,S,L,0
690,11,30,S,T,1
690,11,30,S,R,0
690,11,30,W,L,0
690,11,30,W,T,0
690,11,30,W,R,0
691,11,31,N,L,0
691,11,31,N,T,0
691,11,31,N,R,0
691,11,31,E,L,0
691,11,31,E,T,0
691,11,31,E,R,0
691,11,31,S,L,0
691,11,31,S,T,0
691,11,31,S,R,0
691,11,31,W,L,0
691,11,31,W,T,0
691,11,31,W,R,0
692,11,32,N,L,0
692,11,32,N,T,0
692,11,32,N,R,0
692,11,32,E,L,0
692,11,32,E,T,0
692,11,32,E,R,0
692,11,32,S,L,1
692,11,32,S,T,0
692,11,32,S,R,0
692,11,32,W,L,0
692,11,32,W,T,0
692,11,32,W,R,0
693,11,33,N,L,0
693,11,33,N,T,0
693,11,33,N,R,0
693,11,33,E,L,0
693,11,33,E,T,0
693,11,33,E,R,0
693,11,33,S,L,0
693,11,33,S,T,0
693,11,33,S,R,0
693,11,33,W,L,0
693,11,33,W,T,0
693,11,33,W,R,0
694,11,34,N,L,0
694,11,34,N,T,0
694,11,34,N,R,1
694,11,34,E,L,0
694,11,34,E,T,0
694,11,34,E,R,0
694,11,34,S,L,0
694,11,34,S,T,0
694,11,34,S,R,0
694,11,34,W,L,0
694,11,34,W,T,1
694,11,34,W,R,0
695,11,35,N,L,0
695,11,35,N,T,0
695,11,35,N,R,0
695,11,35,E,L,0
695,11,35,E,T,1
695,11,35,E,R,0
695,11,35,S,L,0
695,11,35,S,T,0
695,11,35,S,R,0
695,11,35,W,L,0
695,11,35,W,T,0
695,11,35,W,R,0
696,11,36,N,L,0
696,11,36,N,T,0
696,11,36,N,R,0
696,11,36,E,L,0
696,11,36,E,T,0
696,11,36,E,R,0
696,11,36,S,L,0
696,11,36,S,T,1
696,11,36,S,R,0
696,11,36,W,L,0
696,11,36,W,T,0
696,11,36,W,R,0
697,11,37,N,L,0
697,11,37,N,T,0
697,11,37,N,R,0
697,11,37,E,L,0
697,11,37,E,T,0
697,11,37,E,R,0
697,11,37,S,L,0
697,11,37,S,T,0
697,11,37,S,R,0
697,11,37,W,L,0
697,11,37,W,T,0
697,11,37,W,R,0
698,11,38,N,L,0
698,11,38,N,T,0
698,11,38,N,R,0
698,11,38,E,L,0
698,11,38,E,T,0
698,11,38,E,R,0
698,11,38,S,L,0
698,11,38,S,T,0
698,11,38,S,R,0
698,11,38,W,L,0
698,11,38,W,T,0
698,11,38,W,R,0
699,11,39,N,L,0
699,11,39,N,T,1
699,11,39,N,R,0
699,11,39,E,L,0
699,11,39,E,T,1
699,11,39,E,R,0
699,11,39,S,L,0
699,11,39,S,T,1
699,11,39,S,R,0
699,11,39,W,L,0
699,11,39,W,T,0
699,11,39,W,R,0
700,11,40,N,L,0
700,11,40,N,T,1
700,11,40,N,R,0
700,11,40,E,L,0
700,11,40,E,T,0
700,11,40,E,R,0
700,11,40,S,L,0
700,11,40,S,T,0
700,11,40,S,R,1
700,11,40,W,L,0
700,11,40,W,T,0
700,11,40,W,R,0
701,11,41,N,L,0
701,11,41,N,T,0
701,11,41,N,R,0
701,11,41,E,L,0
701,11,41,E,T,0
701,11,41,E,R,0
701,11,41,S,L,0
701,11,41,S,T,1
701,11,41,S,R,0
701,11,41,W,L,0
701,11,41,W,T,0
701,11,41,W,R,0
702,11,42,N,L,0
702,11,42,N,T,0
702,11,42,N,R,0
702,11,42,E,L,0
702,11,42,E,T,0
702,11,42,E,R,0
702,11,42,S,L,0
702,11,42,S,T,0
702,11,42,S,R,0
702,11,42,W,L,0
702,11,42,W,T,0
702,11,42,W,R,0
703,11,43,N,L,0
703,11,43,N,T,0
703,11,43,N,R,0
703,11,43,E,L,0
703,11,43,E,T,0
703,11,43,E,R,0
703,11,43,S,L,0
703,11,43,S,T,0
703,11,43,S,R,0
703,11,43,W,L,0
703,11,43,W,T,1
703,11,43,W,R,0
704,11,44,N,L,0
704,11,44,N,T,0
704,11,44,N,R,0
704,11,44,E,L,0
704,11,44,E,T,0
704,11,44,E,R,0
704,11,44,S,L,0
704,11,44,S,T,1
704,11,44,S,R,0
704,11,44,W,L,0
704,11,44,W,T,0
704,11,44,W,R,0
705,11,45,N,L,0
705,11,45,N,T,0
705,11,45,N,R,0
705,11,45,E,L,0
705,11,45,E,T,1
705,11,45,E,R,0
705,11,45,S,L,0
705,11,45,S,T,1
705,11,45,S,R,0
705,11,45,W,L,0
705,11,45,W,T,1
705,11,45,W,R,0
706,11,46,N,L,0
706,11,46,N,T,0
706,11,46,N,R,0
706,11,46,E,L,0
706,11,46,E,T,0
706,11,46,E,R,0
706,11,46,S,L,0
706,11,46,S,T,0
706,11,46,S,R,0
706,11,46,W,L,0
706,11,46,W,T,0
706,11,46,W,R,0
707,11,47,N,L,0
707,11,47,N,T,0
707,11,47,N,R,0
707,11,47,E,L,0
707,11,47,E,T,0
707,11,47,E,R,0
707,11,47,S,L,0
707,11,47,S,T,0
707,11,47,S,R,0
707,11,47,W,L,0
707,11,47,W,T,0
707,11,47,W,R,0
708,11,48,N,L,0
708,11,48,N,T,0
708,11,48,N,R,0
708,11,48,E,L,0
708,11,48,E,T,0
708,11,48,E,R,0
708,11,48,S,L,0
708,11,48,S,T,1
708,11,48,S,R,0
708,11,48,W,L,0
708,11,48,W,T,1
708,11,48,W,R,0
709,11,49,N,L,0
709,11,49,N,T,0
709,11,49,N,R,0
709,11,49,E,L,0
709,11,49,E,T,0
709,11,49,E,R,0
709,11,49,S,L,1
709,11,49,S,T,0
709,11,49,S,R,0
709,11,49,W,L,0
709,11,49,W,T,0
709,11,49,W,R,0
710,11,50,N,L,0
710,11,50,N,T,0
710,11,50,N,R,0
710,11,50,E,L,0
710,11,50,E,T,0
710,11,50,E,R,0
710,11,50,S,L,0
710,11,50,S,T,1
710,11,50,S,R,0
710,11,50,W,L,0
710,11,50,W,T,0
710,11,50,W,R,0
711,11,51,N,L,0
711,11,51,N,T,2
711,11,51,N,R,0
711,11,51,E,L,0
711,11,51,E,T,1
711,11,51,E,R,0
711,11,51,S,L,0
711,11,51,S,T,0
711,11,51,S,R,0
711,11,51,W,L,0
711,11,51,W,T,0
711,11,51,W,R,0
712,11,52,N,L,0
712,11,52,N,T,0
712,11,52,N,R,1
712,11,52,E,L,0
712,11,52,E,T,0
712,11,52,E,R,0
712,11,52,S,L,0
712,11,52,S,T,0
712,11,52,S,R,0
712,11,52,W,L,0
712,11,52,W,T,0
712,11,52,W,R,0
713,11,53,N,L,0
713,11,53,N,T,0
713,11,53,N,R,0
713,11,53,E,L,0
713,11,53,E,T,0
713,11,53,E,R,0
713,11,53,S,L,0
713,11,53,S,T,0
713,11,53,S,R,0
713,11,53,W,L,1
713,11,53,W,T,0
713,11,53,W,R,0
714,11,54,N,L,0
714,11,54,N,T,0
714,11,54,N,R,0
714,11,54,E,L,0
714,11,54,E,T,0
714,11,54,E,R,0
714,11,54,S,L,0
714,11,54,S,T,2
714,11,54,S,R,0
714,11,54,W,L,0
714,11,54,W,T,0
714,11,54,W,R,0
715,11,55,N,L,0
715,11,55,N,T,0
715,11,55,N,R,0
715,11,55,E,L,0
715,11,55,E,T,1
715,11,55,E,R,0
715,11,55,S,L,1
715,11,55,S,T,0
715,11,55,S,R,0
715,11,55,W,L,0
715,11,55,W,T,0
715,11,55,W,R,0
716,11,56,N,L,0
716,11,56,N,T,0
716,11,56,N,R,0
716,11,56,E,L,0
716,11,56,E,T,0
716,11,56,E,R,0
716,11,56,S,L,0
716,11,56,S,T,0
716,11,56,S,R,0
716,11,56,W,L,0
716,11,56,W,T,0
716,11,56,W,R,0
717,11,57,N,L,0
717,11,57,N,T,2
717,11,57,N,R,0
717,11,57,E,L,0
717,11,57,E,T,0
717,11,57,E,R,0
717,11,57,S,L,0
717,11,57,S,T,0
717,11,57,S,R,0
717,11,57,W,L,0
717,11,57,W,T,2
717,11,57,W,R,0
718,11,58,N,L,0
718,11,58,N,T,1
718,11,58,N,R,0
718,11,58,E,L,0
718,11,58,E,T,1
718,11,58,E,R,0
718,11,58,S,L,0
718,11,58,S,T,0
718,11,58,S,R,0
718,11,58,W,L,0
718,11,58,W,T,0
718,11,58,W,R,0
719,11,59,N,L,0
719,11,59,N,T,0
719,11,59,N,R,0
719,11,59,E,L,0
719,11,59,E,T,0
719,11,59,E,R,0
719,11,59,S,L,0
719,11,59,S,T,0
719,11,59,S,R,0
719,11,59,W,L,0
719,11,59,W,T,1
719,11,59,W,R,0
720,12,00,N,L,0
720,12,00,N,T,0
720,12,00,N,R,0
720,12,00,E,L,0
720,12,00,E,T,0
720,12,00,E,R,0
720,12,00,S,L,0
720,12,00,S,T,0
720,12,00,S,R,0
720,12,00,W,L,0
720,12,00,W,T,0
720,12,00,W,R,0
721,12,01,N,L,0
721,12,01,N,T,1
721,12,01,N,R,0
721,12,01,E,L,0
721,12,01,E,T,0
721,12,01,E,R,0
721,12,01,S,L,0
721,12,01,S,T,0
721,12,01,S,R,0
721,12,01,W,L,0
721,12,01,W,T,0
721,12,01,W,R,0
722,12,02,N,L,0
722,12,02,N,T,0
722,12,02,N,R,0
722,12,02,E,L,0
722,12,02,E,T,1
722,12,02,E,R,0
722,12,02,S,L,0
722,12,02,S,T,0
722,12,02,S,R,1
722,12,02,W,L,0
722,12,02,W,T,0
722,12,02,W,R,0
723,12,03,N,L,0
723,12,03,N,T,0
723,12,03,N,R,0
723,12,03,E,L,0
723,12,03,E,T,1
723,12,03,E,R,0
723,12,03,S,L,0
723,12,03,S,T,0
723,12,03,S,R,0
723,12,03,W,L,0
723,12,03,W,T,0
723,12,03,W,R,0
724,12,04,N,L,0
724,12,04,N,T,0
724,12,04,N,R,0
724,12,04,E,L,0
724,12,04,E,T,1
724,12,04,E,R,0
724,12,04,S,L,0
724,12,04,S,T,1
724,12,04,S,R,0
724,12,04,W,L,0
724,12,04,W,T,0
724,12,04,W,R,0
725,12,05,N,L,0
725,12,05,N,T,0
725,12,05,N,R,0
725,12,05,E,L,0
725,12,05,E,T,1
725,12,05,E,R,0
725,12,05,S,L,0
725,12,05,S,T,1
725,12,05,S,R,0
725,12,05,W,L,0
725,12,05,W,T,0
725,12,05,W,R,0
726,12,06,N,L,0
726,12,06,N,T,0
726,12,06,N,R,0
726,12,06,E,L,0
726,12,06,E,T,0
726,12,06,E,R,0
726,12,06,S,L,0
726,12,06,S,T,0
726,12,06,S,R,0
726,12,06,W,L,0
726,12,06,W,T,2
726,12,06,W,R,0
727,12,07,N,L,0
727,12,07,N,T,1
727,12,07,N,R,0
727,12,07,E,L,0
727,12,07,E,T,0
727,12,07,E,R,0
727,12,07,S,L,0
727,12,07,S,T,0
727,12,07,S,R,0
727,12,07,W,L,0
727,12,07,W,T,0
727,12,07,W,R,0
728,12,08,N,L,0
728,12,08,N,T,1
728,12,08,N,R,0
728,12,08,E,L,0
728,12,08,E,T,0
728,12,08,E,R,0
728,12,08,S,L,0
728,12,08,S,T,0
728,12,08,S,R,0
728,12,08,W,L,0
728,12,08,W,T,0
728,12,08,W,R,0
729,12,09,N,L,0
729,12,09,N,T,0
729,12,09,N,R,0
729,12,09,E,L,0
729,12,09,E,T,1
729,12,09,E,R,0
729,12,09,S,L,1
729,12,09,S,T,0
729,12,09,S,R,0
729,12,09,W,L,0
729,12,09,W,T,0
729,12,09,W,R,0
730,12,10,N,L,0
730,12,10,N,T,0
730,12,10,N,R,0
730,12,10,E,L,0
730,12,10,E,T,2
730,12,10,E,R,0
730,12,10,S,L,0
730,12,10,S,T,0
730,12,10,S,R,0
730,12,10,W,L,0
730,12,10,W,T,0
730,12,10,W,R,0
731,12,11,N,L,0
731,12,11,N,T,1
731,12,11,N,R,0
731,12,11,E,L,0
731,12,11,E,T,0
731,12,11,E,R,0
731,12,11,S,L,0
731,12,11,S,T,1
731,12,11,S,R,0
731,12,11,W,L,0
731,12,11,W,T,0
731,12,11,W,R,0
732,12,12,N,L,0
732,12,12,N,T,1
732,12,12,N,R,0
732,12,12,E,L,0
732,12,12,E,T,0
732,12,12,E,R,0
732,12,12,S,L,0
732,12,12,S,T,1
732,12,12,S,R,0
732,12,12,W,L,0
732,12,12,W,T,0
732,12,12,W,R,0
733,12,13,N,L,0
733,12,13,N,T,1
733,12,13,N,R,0
733,12,13,E,L,1
733,12,13,E,T,0
733,12,13,E,R,0
733,12,13,S,L,0
733,12,13,S,T,0
733,12,13,S,R,0
733,12,13,W,L,0
733,12,13,W,T,0
733,12,13,W,R,0
734,12,14,N,L,0
734,12,14,N,T,0
734,12,14,N,R,0
734,12,14,E,L,0
734,12,14,E,T,0
734,12,14,E,R,0
734,12,14,S,L,0
734,12,14,S,T,0
734,12,14,S,R,0
734,12,14,W,L,0
734,12,14,W,T,0
734,12,14,W,R,0
735,12,15,N,L,0
735,12,15,N,T,0
735,12,15,N,R,0
735,12,15,E,L,1
735,12,15,E,T,0
735,12,15,E,R,0
735,12,15,S,L,0
735,12,15,S,T,0
735,12,15,S,R,0
735,12,15,W,L,0
735,12,15,W,T,1
735,12,15,W,R,0
736,12,16,N,L,1
736,12,16,N,T,0
736,12,16,N,R,0
736,12,16,E,L,0
736,12,16,E,T,0
736,12,16,E,R,0
736,12,16,S,L,0
736,12,16,S,T,0
736,12,16,S,R,0
736,12,16,W,L,0
736,12,16,W,T,0
736,12,16,W,R,0
737,12,17,N,L,0
737,12,17,N,T,0
737,12,17,N,R,0
737,12,17,E,L,1
737,12,17,E,T,1
737,12,17,E,R,0
737,12,17,S,L,0
737,12,17,S,T,0
737,12,17,S,R,0
737,12,17,W,L,0
737,12,17,W,T,0
737,12,17,W,R,0
738,12,18,N,L,0
738,12,18,N,T,0
738,12,18,N,R,0
738,12,18,E,L,0
738,12,18,E,T,0
738,12,18,E,R,0
738,12,18,S,L,0
738,12,18,S,T,2
738,12,18,S,R,0
738,12,18,W,L,0
738,12,18,W,T,0
738,12,18,W,R,0
739,12,19,N,L,0
739,12,19,N,T,0
739,12,19,N,R,0
739,12,19,E,L,0
739,12,19,E,T,0
739,12,19,E,R,0
739,12,19,S,L,0
739,12,19,S,T,1
739,12,19,S,R,0
739,12,19,W,L,0
739,12,19,W,T,0
739,12,19,W,R,0
740,12,20,N,L,0
740,12,20,N,T,0
740,12,20,N,R,0
740,12,20,E,L,0
740,12,20,E,T,1
740,12,20,E,R,1
740,12,20,S,L,0
740,12,20,S,T,0
740,12,20,S,R,0
740,12,20,W,L,0
740,12,20,W,T,0
740,12,20,W,R,0
741,12,21,N,L,0
741,12,21,N,T,0
741,12,21,N,R,0
741,12,21,E,L,1
741,12,21,E,T,0
741,12,21,E,R,0
741,12,21,S,L,0
741,12,21,S,T,0
741,12,21,S,R,0
741,12,21,W,L,0
741,12,21,W,T,0
741,12,21,W,R,0
742,12,22,N,L,0
742,12,22,N,T,1
742,12,22,N,R,0
742,12,22,E,L,0
742,12,22,E,T,0
742,12,22,E,R,0
742,12,22,S,L,0
742,12,22,S,T,1
742,12,22,S,R,0
742,12,22,W,L,0
742,12,22,W,T,0
742,12,22,W,R,0
743,12,23,N,L,0
743,12,23,N,T,0
743,12,23,N,R,0
743,12,23,E,L,0
743,12,23,E,T,0
743,12,23,E,R,0
743,12,23,S,L,0
743,12,23,S,T,1
743,12,23,S,R,0
743,12,23,W,L,0
743,12,23,W,T,0
743,12,23,W,R,0
744,12,24,N,L,0
744,12,24,N,T,0
744,12,24,N,R,0
744,12,24,E,L,0
744,12,24,E,T,0
744,12,24,E,R,0
744,12,24,S,L,0
744,12,24,S,T,2
744,12,24,S,R,0
744,12,24,W,L,0
744,12,24,W,T,0
744,12,24,W,R,0
745,12,25,N,L,0
745,12,25,N,T,0
745,12,25,N,R,0
745,12,25,E,L,0
745,12,25,E,T,0
745,12,25,E,R,0
745,12,25,S,L,0
745,12,25,S,T,0
745,12,25,S,R,0
745,12,25,W,L,0
745,12,25,W,T,1
745,12,25,W,R,0
746,12,26,N,L,0
746,12,26,N,T,0
746,12,26,N,R,0
746,12,26,E,L,0
746,12,26,E,T,0
746,12,26,E,R,0
746,12,26,S,L,1
746,12,26,S,T,0
746,12,26,S,R,0
746,12,26,W,L,0
746,12,26,W,T,0
746,12,26,W,R,0
747,12,27,N,L,0
747,12,27,N,T,0
747,12,27,N,R,0
747,12,27,E,L,0
747,12,27,E,T,1
747,12,27,E,R,0
747,12,27,S,L,0
747,12,27,S,T,0
747,12,27,S,R,0
747,12,27,W,L,0
747,12,27,W,T,0
747,12,27,W,R,0
748,12,28,N,L,0
748,12,28,N,T,0
748,12,28,N,R,0
748,12,28,E,L,0
748,12,28,E,T,0
748,12,28,E,R,0
748,12,28,S,L,0
748,12,28,S,T,1
748,12,28,S,R,0
748,12,28,W,L,0
748,12,28,W,T,1
748,12,28,W,R,0
749,12,29,N,L,0
749,12,29,N,T,1
749,12,29,N,R,0
749,12,29,E,L,0
749,12,29,E,T,0
749,12,29,E,R,0
749,12,29,S,L,0
749,12,29,S,T,0
749,12,29,S,R,0
749,12,29,W,L,0
749,12,29,W,T,0
749,12,29,W,R,0
750,12,30,N,L,0
750,12,30,N,T,2
750,12,30,N,R,0
750,12,30,E,L,0
750,12,30,E,T,0
750,12,30,E,R,0
750,12,30,S,L,0
750,12,30,S,T,1
750,12,30,S,R,0
750,12,30,W,L,0
750,12,30,W,T,0
750,12,30,W,R,0
751,12,31,N,L,0
751,12,31,N,T,0
751,12,31,N,R,0
751,12,31,E,L,0
751,12,31,E,T,0
751,12,31,E,R,0
751,12,31,S,L,0
751,12,31,S,T,0
751,12,31,S,R,0
751,12,31,W,L,0
751,12,31,W,T,0
751,12,31,W,R,0
752,12,32,N,L,0
752,12,32,N,T,0
752,12,32,N,R,0
752,12,32,E,L,0
752,12,32,E,T,0
752,12,32,E,R,0
752,12,32,S,L,0
752,12,32,S,T,0
752,12,32,S,R,0
752,12,32,W,L,0
752,12,32,W,T,0
752,12,32,W,R,0
753,12,33,N,L,0
753,12,33,N,T,0
753,12,33,N,R,0
753,12,33,E,L,0
753,12,33,E,T,1
753,12,33,E,R,0
753,12,33,S,L,0
753,12,33,S,T,0
753,12,33,S,R,0
753,12,33,W,L,0
753,12,33,W,T,0
753,12,33,W,R,0
754,12,34,N,L,0
754,12,34,N,T,1
754,12,34,N,R,0
754,12,34,E,L,0
754,12,34,E,T,0
754,12,34,E,R,0
754,12,34,S,L,0
754,12,34,S,T,1
754,12,34,S,R,0
754,12,34,W,L,0
754,12,34,W,T,1
754,12,34,W,R,0
755,12,35,N,L,0
755,12,35,N,T,0
755,12,35,N,R,0
755,12,35,E,L,0
755,12,35,E,T,0
755,12,35,E,R,0
755,12,35,S,L,0
755,12,35,S,T,1
755,12,35,S,R,0
755,12,35,W,L,0
755,12,35,W,T,0
755,12,35,W,R,0
756,12,36,N,L,0
756,12,36,N,T,0
756,12,36,N,R,0
756,12,36,E,L,0
756,12,36,E,T,0
756,12,36,E,R,0
756,12,36,S,L,0
756,12,36,S,T,0
756,12,36,S,R,0
756,12,36,W,L,0
756,12,36,W,T,0
756,12,36,W,R,0
757,12,37,N,L,0
757,12,37,N,T,0
757,12,37,N,R,0
757,12,37,E,L,0
757,12,37,E,T,0
757,12,37,E,R,0
757,12,37,S,L,0
757,12,37,S,T,0
757,12,37,S,R,0
757,12,37,W,L,0
757,12,37,W,T,0
757,12,37,W,R,0
758,12,38,N,L,0
758,12,38,N,T,0
758,12,38,N,R,0
758,12,38,E,L,0
758,12,38,E,T,1
758,12,38,E,R,0
758,12,38,S,L,0
758,12,38,S,T,2
758,12,38,S,R,0
758,12,38,W,L,0
758,12,38,W,T,0
758,12,38,W,R,0
759,12,39,N,L,0
759,12,39,N,T,0
759,12,39,N,R,0
759,12,39,E,L,0
759,12,39,E,T,0
759,12,39,E,R,0
759,12,39,S,L,1
759,12,39,S,T,0
759,12,39,S,R,0
759,12,39,W,L,0
759,12,39,W,T,0
759,12,39,W,R,0
760,12,40,N,L,0
760,12,40,N,T,0
760,12,40,N,R,0
760,12,40,E,L,0
760,12,40,E,T,2
760,12,40,E,R,0
760,12,40,S,L,0
760,12,40,S,T,0
760,12,40,S,R,0
760,12,40,W,L,0
760,12,40,W,T,0
760,12,40,W,R,0
761,12,41,N,L,0
761,12,41,N,T,0
761,12,41,N,R,0
761,12,41,E,L,0
761,12,41,E,T,0
761,12,41,E,R,0
761,12,41,S,L,0
761,12,41,S,T,0
761,12,41,S,R,1
761,12,41,W,L,0
761,12,41,W,T,0
761,12,41,W,R,0
762,12,42,N,L,0
762,12,42,N,T,1
762,12,42,N,R,0
762,12,42,E,L,0
762,12,42,E,T,0
762,12,42,E,R,0
762,12,42,S,L,0
762,12,42,S,T,0
762,12,42,S,R,0
762,12,42,W,L,0
762,12,42,W,T,0
762,12,42,W,R,0
763,12,43,N,L,0
763,12,43,N,T,0
763,12,43,N,R,0
763,12,43,E,L,0
763,12,43,E,T,0
763,12,43,E,R,0
763,12,43,S,L,0
763,12,43,S,T,0
763,12,43,S,R,0
763,12,43,W,L,0
763,12,43,W,T,0
763,12,43,W,R,0
764,12,44,N,L,0
